millis,frequency
10215567,4.310141
10216567,4.436341
10217567,4.365573
10218567,4.41429
10219567,4.372215
10220567,4.335122
10221567,4.409677
10222567,4.368262
10223567,4.397267
10224567,4.371336
10225567,4.385273
10226567,4.34673
10227567,4.310921
10228567,4.395372
10229567,4.361423
10230567,4.331367
10231567,4.336231
10232567,4.391146
10233567,4.402862
10234567,4.412478
10235567,4.372655
10236567,4.380566
10237567,4.36977
10238567,4.273833
10239567,4.232607
10240567,4.349774
10241567,4.334765
10242567,4.375219
10243567,4.320718
10244567,4.289397
10245567,4.261993
10246567,4.298912
10247567,4.321167
10248567,4.384119
10249567,4.356596
10250567,4.274601
10251567,4.252261
10252567,4.330598
10253567,4.28936
10254567,4.329192
10255567,4.323726
10256567,4.284142
10257567,4.422802
10258567,4.336833
10259567,4.392901
10260567,4.287576
10261567,4.273778
10262567,4.252478
10263567,4.369541
10264567,4.297379
10265567,4.239911
10266567,4.292933
10267567,4.313431
10268567,4.285757
10269567,4.222135
10270567,4.288845
10271567,4.276813
10272567,4.220692
10273567,4.304074
10274567,4.315051
10275567,4.286308
10276567,4.191624
10277567,4.206736
10278567,4.20041
10279567,4.205391
10280567,4.234364
10281567,4.264229
10282567,4.242898
10283567,4.125259
10284567,4.154981
10285567,4.209038
10286567,4.21658
10287567,4.220371
10288567,4.194895
10289567,4.220068
10290567,4.228634
10291567,4.210668
10292567,4.151789
10293567,4.136009
10294567,4.147639
10295567,4.188008
10296567,4.212087
10297567,4.134196
10298567,4.119923
10299567,4.178995
10300567,4.221868
10301567,4.165452
10302567,4.172456
10303567,4.089678
10304567,4.226704
10305567,4.248558
10306567,4.270821
10307567,4.144682
10308567,4.110659
10309567,4.201592
10310567,4.133598
10311567,4.12011
10312567,4.202493
10313567,4.158436
10314567,4.179536
10315567,4.738752
10316567,4.73263
10317567,4.755881
10318567,4.756423
10319567,4.746445
10320567,4.595102
10321567,4.093077
10322567,4.076392
10323567,4.140049
10324567,4.094484
10325567,4.09182
10326567,4.050584
10327567,4.065222
10328567,4.047338
10329567,4.04011
10330567,4.086987
10331567,4.031169
10332567,4.061079
10333567,4.04011
10334567,4.031965
10335567,4.022963
10336567,4.019616
10337567,4.052094
10338567,4.046797
10339567,4.028278
10340567,3.986891
10341567,3.981668
10342567,3.9669
10343567,3.989897
10344567,4.010475
10345567,3.970271
10346567,4.020165
10347567,3.993084
10348567,3.9494
10349567,3.914998
10350567,3.933756
10351567,3.960239
10352567,4.021265
10353567,4.004918
10354567,4.018097
10355567,3.988609
10356567,3.991474
10357567,3.929474
10358567,3.919616
10359567,3.88934
10360567,3.874617
10361567,3.890036
10362567,3.908785
10363567,3.898529
10364567,3.795657
10365567,3.834091
10366567,3.87851
10367567,3.903978
10368567,3.909763
10369567,3.882138
10370567,3.91759
10371567,3.823872
10372567,4.69874
10373567,4.636714
10374567,4.73514
10375567,4.554729
10376567,4.57865
10377567,4.560088
10378567,4.527284
10379567,4.570467
10380567,4.562002
10381567,4.59314
10382567,4.59637
10383567,3.834032
10384567,3.809858
10385567,3.802585
10386567,3.850286
10387567,3.849515
10388567,3.901982
10389567,3.935412
10390567,3.845503
10391567,3.790995
10392567,3.863689
10393567,3.863555
10394567,3.882003
10395567,3.874557
10396567,3.8359
10397567,3.820819
10398567,3.754797
10399567,3.777762
10400567,3.77444
10401567,3.845414
10402567,3.855541
10403567,3.915457
10404567,3.820585
10405567,3.738639
10406567,3.813897
10407567,3.761067
10408567,3.798642
10409567,3.798613
10410567,3.832857
10411567,3.830273
10412567,3.920661
10413567,3.822908
10414567,3.767103
10415567,3.790133
10416567,3.750614
10417567,3.874167
10418567,3.842784
10419567,3.820921
10420567,3.756405
10421567,3.738415
10422567,3.760685
10423567,3.751121
10424567,3.798396
10425567,3.769474
10426567,3.761406
10427567,3.814275
10428567,3.794908
10429567,3.754557
10430567,3.819316
10431567,3.678377
10432567,3.759808
10433567,3.789544
10434567,3.723244
10435567,3.714144
10436567,3.757138
10437567,3.71974
10438567,3.725463
10439567,3.703635
10440567,3.703114
10441567,3.699757
10442567,3.749152
10443567,3.755572
10444567,3.718979
10445567,3.742137
10446567,3.782935
10447567,3.747101
10448567,3.742697
10449567,3.680191
10450567,3.662963
10451567,3.711209
10452567,3.712821
10453567,3.727755
10454567,3.655746
10455567,3.691808
10456567,3.645776
10457567,3.69084
10458567,3.643492
10459567,3.655559
10460567,3.706229
10461567,3.696174
10462567,3.679663
10463567,3.604331
10464567,3.5817
10465567,3.625356
10466567,3.635531
10467567,3.591283
10468567,3.715055
10469567,3.601657
10470567,3.655559
10471567,3.625474
10472567,3.619516
10473567,3.688295
10474567,3.609209
10475567,3.644368
10476567,3.62646
10477567,3.601397
10478567,3.600606
10479567,3.607413
10480567,3.636655
10481567,3.580213
10482567,3.613317
10483567,3.633048
10484567,3.637832
10485567,3.604175
10486567,3.667787
10487567,3.591774
10488567,3.616192
10489567,3.596424
10490567,3.596747
10491567,3.600814
10492567,3.609691
10493567,3.607777
10494567,3.633945
10495567,3.60874
10496567,3.648091
10497567,3.609418
10498567,3.674809
10499567,3.640759
10500567,3.650634
10501567,3.648503
10502567,3.588126
10503567,3.618691
10504567,3.64813
10505567,3.601696
10506567,3.627263
10507567,3.649369
10508567,3.667397
10509567,3.631886
10510567,3.62223
10511567,3.564846
10512567,3.602617
10513567,3.597342
10514567,3.630766
10515567,3.589891
10516567,3.596889
10517567,3.639182
10518567,3.604734
10519567,3.620237
10520567,3.617736
10521567,3.607569
10522567,3.709763
10523567,3.68175
10524567,3.650195
10525567,3.595428
10526567,3.625895
10527567,3.618835
10528567,3.623911
10529567,3.644195
10530567,3.576627
10531567,3.656909
10532567,3.603708
10533567,3.622755
10534567,3.641501
10535567,3.53307
10536567,3.613578
10537567,3.610056
10538567,3.641249
10539567,3.578381
10540567,3.663702
10541567,3.6624
10542567,3.675214
10543567,3.619765
10544567,3.626815
10545567,3.60835
10546567,3.65834
10547567,3.644434
10548567,3.631939
10549567,3.61119
10550567,3.656775
10551567,3.658889
10552567,3.620565
10553567,3.567734
10554567,3.61699
10555567,3.650115
10556567,3.61987
10557567,3.577421
10558567,3.652648
10559567,3.594678
10560567,3.626223
10561567,3.561228
10562567,3.637554
10563567,3.650248
10564567,3.654463
10565567,3.647452
10566567,3.591967
10567567,3.630239
10568567,3.647066
10569567,3.56613
10570567,3.654236
10571567,3.654383
10572567,3.68616
10573567,3.644288
10574567,3.690554
10575567,3.650581
10576567,3.626947
10577567,3.619818
10578567,3.687329
10579567,3.653395
10580567,3.695
10581567,3.617107
10582567,3.560911
10583567,3.800374
10584567,3.686894
10585567,3.6624
10586567,3.637012
10587567,3.737354
10588567,3.656227
10589567,3.660738
10590567,3.647266
10591567,3.668527
10592567,3.619543
10593567,3.630146
10594567,3.57074
10595567,3.652714
10596567,3.601216
10597567,3.602422
10598567,3.59944
10599567,3.655492
10600567,3.647731
10601567,3.648903
10602567,3.591373
10603567,3.619058
10604567,3.687125
10605567,3.724506
10606567,3.887073
10607567,3.586453
10608567,3.704047
10609567,3.597355
10610567,3.607881
10611567,3.604591
10612567,3.676173
10613567,3.738709
10614567,4.64684
10615567,4.204896
10616567,4.489136
10617567,4.213436
10618567,4.093763
10619567,0
10620567,4.324624
10621567,4.209374
10622567,4.451666
10623567,4.157382
10624567,4.089746
10625567,3.685549
10626567,3.848507
10627567,3.789989
10628567,3.623727
10629567,3.591425
10630567,3.626999
10631567,3.675308
10632567,3.588358
10633567,3.613004
10634567,3.595144
10635567,3.654209
10636567,3.610917
10637567,3.647971
10638567,3.603824
10639567,3.610943
10640567,3.596268
10641567,3.636932
10642567,3.554292
10643567,3.683228
10644567,3.584435
10645567,3.671692
10646567,3.632797
10647567,3.734256
10648567,3.585926
10649567,3.632335
10650567,3.571122
10651567,3.696038
10652567,3.709667
10653567,3.662065
10654567,3.666845
10655567,3.626618
10656567,3.669954
10657567,3.633629
10658567,3.674728
10659567,3.639553
10660567,3.707177
10661567,3.705227
10662567,3.6692
10663567,3.676809
10664567,3.69515
10665567,3.650128
10666567,3.620368
10667567,3.649848
10668567,3.636469
10669567,3.669079
10670567,3.632295
10671567,3.659961
10672567,3.596579
10673567,3.592289
10674567,3.609639
10675567,3.63811
10676567,3.673607
10677567,3.659666
10678567,3.762808
10679567,3.636086
10680567,3.619556
10681567,3.663084
10682567,3.643067
10683567,3.698088
10684567,3.680855
10685567,3.689002
10686567,3.644209
10687567,3.653075
10688567,3.67273
10689567,3.660389
10690567,3.682726
10691567,3.631557
10692567,3.660684
10693567,3.625514
10694567,3.644063
10695567,3.613082
10696567,3.656601
10697567,3.647997
10698567,3.681058
10699567,3.645112
10700567,3.658006
10701567,3.698471
10702567,3.723965
10703567,3.691726
10704567,3.601216
10705567,3.671382
10706567,3.637647
10707567,3.699292
10708567,3.601216
10709567,3.701401
10710567,3.699183
10711567,3.704458
10712567,3.674917
10713567,3.619032
10714567,3.687819
10715567,3.668755
10716567,3.661944
10717567,3.69791
10718567,3.671072
10719567,3.637832
10720567,3.737005
10721567,3.608832
10722567,3.610004
10723567,3.62223
10724567,3.658795
10725567,3.675592
10726567,3.664964
10727567,3.68506
10728567,3.642788
10729567,3.609365
10730567,3.620735
10731567,3.693321
10732567,3.697432
10733567,3.675795
10734567,3.683825
10735567,3.685712
10736567,3.682021
10737567,3.696147
10738567,3.673324
10739567,3.723452
10740567,3.672703
10741567,3.674903
10742567,3.653836
10743567,3.581431
10744567,3.724353
10745567,3.631636
10746567,3.626434
10747567,3.620643
10748567,3.762397
10749567,3.713441
10750567,3.718357
10751567,3.785326
10752567,3.61149
10753567,3.641316
10754567,3.644674
10755567,3.659505
10756567,3.693308
10757567,3.635993
10758567,3.673432
10759567,3.707892
10760567,3.631122
10761567,3.689125
10762567,3.662735
10763567,3.693553
10764567,3.662749
10765567,3.729006
10766567,3.634474
10767567,3.67149
10768567,3.669105
10769567,3.6255
10770567,3.643465
10771567,3.583022
10772567,3.662762
10773567,3.678432
10774567,3.703704
10775567,3.636747
10776567,3.627618
10777567,3.632718
10778567,3.670398
10779567,3.594653
10780567,3.647039
10781567,3.752866
10782567,3.712173
10783567,3.703717
10784567,3.729367
10785567,3.671557
10786567,3.696038
10787567,3.67493
10788567,3.703196
10789567,3.658032
10790567,3.682075
10791567,3.651847
10792567,3.710713
10793567,3.667033
10794567,3.627263
10795567,3.645471
10796567,3.722592
10797567,3.685155
10798567,3.648423
10799567,3.652634
10800567,3.636602
10801567,3.655652
10802567,3.67466
10803567,3.649515
10804567,3.654503
10805567,3.698498
10806567,3.667544
10807567,3.660443
10808567,3.733558
10809567,3.639275
10810567,3.616846
10811567,3.720723
10812567,3.66659
10813567,3.668042
10814567,3.688676
10815567,3.628868
10816567,3.667289
10817567,3.582098
10818567,3.59632
10819567,3.634963
10820567,3.738863
10821567,3.653021
10822567,3.642257
10823567,3.665125
10824567,3.649941
10825567,3.650794
10826567,3.610734
10827567,3.563347
10828567,3.682617
10829567,3.692899
10830567,3.677796
10831567,3.625093
10832567,3.647625
10833567,3.639143
10834567,3.627223
10835567,3.608845
10836567,3.618076
10837567,3.67716
10838567,3.67942
10839567,3.655305
10840567,3.587907
10841567,3.599505
10842567,3.627184
10843567,3.587894
10844567,3.58747
10845567,3.607204
10846567,3.646654
10847567,3.690977
10848567,3.581418
10849567,3.618443
10850567,3.572819
10851567,3.644302
10852567,3.573662
10853567,3.602267
10854567,3.652795
10855567,3.538232
10856567,3.662963
10857567,3.537506
10858567,3.62029
10859567,3.517956
10860567,3.549069
10861567,3.593296
10862567,3.615577
10863567,3.574096
10864567,3.561532
10865567,3.538758
10866567,3.527349
10867567,3.666791
10868567,3.547181
10869567,3.551994
10870567,3.521809
10871567,3.577971
10872567,3.567059
10873567,3.490974
10874567,3.531535
10875567,3.575655
10876567,3.450917
10877567,3.560214
10878567,3.514407
10879567,3.519813
10880567,3.58079
10881567,3.558212
10882567,3.491011
10883567,3.482767
10884567,3.476423
10885567,3.549044
10886567,3.532645
10887567,3.541352
10888567,3.484855
10889567,3.512765
10890567,3.472186
10891567,3.471523
10892567,3.557099
10893567,3.493816
10894567,3.489269
10895567,3.471547
10896567,3.483398
10897567,3.498044
10898567,3.458807
10899567,3.441618
10900567,3.510755
10901567,3.482476
10902567,3.471065
10903567,3.506311
10904567,3.48267
10905567,3.402726
10906567,3.486896
10907567,3.421201
10908567,3.426958
10909567,3.467418
10910567,3.485584
10911567,3.437737
10912567,3.412096
10913567,3.47542
10914567,3.425643
10915567,3.395194
10916567,3.420289
10917567,3.390923
10918567,3.384874
10919567,3.43165
10920567,3.41113
10921567,3.362938
10922567,3.354388
10923567,3.442305
10924567,3.412107
10925567,3.383373
10926567,3.400828
10927567,3.482864
10928567,3.479302
10929567,3.427428
10930567,3.392383
10931567,3.385366
10932567,3.380651
10933567,3.398147
10934567,3.404904
10935567,3.333678
10936567,3.46095
10937567,3.403479
10938567,3.378675
10939567,3.337115
10940567,3.358049
10941567,3.409525
10942567,3.416304
10943567,3.311532
10944567,3.373193
10945567,3.322657
10946567,3.407259
10947567,3.352409
10948567,3.382378
10949567,3.33189
10950567,3.452753
10951567,3.377842
10952567,3.357688
10953567,3.367445
10954567,3.335535
10955567,3.31432
10956567,3.312026
10957567,3.304605
10958567,3.43455
10959567,3.288251
10960567,3.318577
10961567,3.335068
10962567,3.354815
10963567,3.307513
10964567,3.314232
10965567,3.345466
10966567,3.356144
10967567,3.397408
10968567,3.346239
10969567,3.310546
10970567,3.329128
10971567,3.320538
10972567,3.404522
10973567,3.313222
10974567,3.35513
10975567,3.384931
10976567,3.290123
10977567,3.352229
10978567,3.305075
10979567,4.53264
10980567,3.572896
10981567,4.042347
10982567,3.408072
10983567,3.393949
10984567,3.408223
10985567,3.300221
10986567,3.315463
10987567,3.341029
10988567,3.252096
10989567,3.290426
10990567,3.326226
10991567,3.350667
10992567,3.364149
10993567,3.318533
10994567,3.266565
10995567,3.229317
10996567,3.270111
10997567,3.348951
10998567,3.299905
10999567,3.343084
11000567,3.294567
11001567,3.233713
11002567,3.252815
11003567,3.254361
11004567,3.3321
11005567,3.299187
11006567,3.259824
11007567,3.26713
11008567,3.287949
11009567,3.244057
11010567,3.329793
11011567,3.309735
11012567,3.23829
11013567,3.293927
11014567,3.324037
11015567,3.301213
11016567,3.279936
11017567,3.204173
11018567,3.24746
11019567,3.234341
11020567,3.236665
11021567,3.25822
11022567,3.226952
11023567,3.218839
11024567,3.234561
11025567,3.29435
11026567,3.22792
11027567,3.215569
11028567,3.243068
11029567,3.289052
11030567,3.224683
11031567,3.233243
11032567,3.211128
11033567,3.202788
11034567,3.244941
11035567,3.221525
11036567,3.211582
11037567,3.2398
11038567,3.21972
11039567,3.25839
11040567,3.260823
11041567,3.163656
11042567,3.151016
11043567,3.183122
11044567,3.218808
11045567,3.165458
11046567,3.213843
11047567,3.208378
11048567,3.112027
11049567,0
11050567,0
11051567,0
11052567,0
11053567,0
11054567,0
11055567,0
11056567,0
11057567,0
11058567,0
11059567,0
11060567,0
11061567,0
11062567,0
11063567,0
11064567,0
11065567,0
11066567,0
11067567,0
11068567,0
11069567,0
11070567,0
11071567,0
11072567,0
11073567,0
11074567,0.039974
11075567,0.039974
11076567,0.039974
11077567,0.039974
11078567,0.039974
11079567,0.039974
11080567,0.039974
11081567,0.039974
11082567,0.039974
11083567,0.039974
11084567,0.039974
11085567,0.039974
11086567,0.039974
11087567,0.039974
11088567,0.039974
11089567,0.039974
11090567,0.039974
11091567,0.039974
11092567,0.039974
11093567,0.039974
11094567,0.039974
11095567,0.039974
11096567,0.039974
11097567,0.039974
11098567,0.039974
11099567,0
11100567,0
11101567,0
11102567,0
11103567,0
11104567,0
11105567,0
11106567,0
11107567,0
11108567,0
11109567,0
11110567,0
11111567,0.027133
11112567,0.027133
11113567,0.027133
11114567,0.027133
11115567,0.027133
11116567,0.027133
11117567,0.027133
11118567,0.027133
11119567,0.027133
11120567,0.027133
11121567,0.027133
11122567,0.027133
11123567,0.027133
11124567,0.027133
11125567,0.027133
11126567,0.027133
11127567,0.027133
11128567,0.027133
11129567,0.027133
11130567,0.027133
11131567,0.027133
11132567,0.027133
11133567,0.027133
11134567,0.027133
11135567,0.027133
11136567,0.027133
11137567,0.027133
11138567,0.027133
11139567,0.027133
11140567,0.027133
11141567,0.027133
11142567,0.027133
11143567,0.027133
11144567,0.027133
11145567,0.027133
11146567,0.027133
11147567,0
11148567,0
11149567,0
11150567,0
11151567,0
11152567,0
11153567,0.023401
11154567,0.023401
11155567,0.023401
11156567,0.023401
11157567,0.023401
11158567,0.023401
11159567,0.023401
11160567,0.023401
11161567,0.023401
11162567,0.023401
11163567,0.023401
11164567,0.023401
11165567,0.023401
11166567,0.023401
11167567,0.023401
11168567,0.023401
11169567,0.023401
11170567,0.023401
11171567,0.023401
11172567,0.023401
11173567,0.023401
11174567,0.023401
11175567,0.023401
11176567,0.023401
11177567,0.023401
11178567,0.023401
11179567,0.023401
11180567,0.023401
11181567,0.023401
11182567,0.023401
11183567,0.023401
11184567,0.023401
11185567,0.023401
11186567,0.023401
11187567,0.023401
11188567,0.023401
11189567,0.023401
11190567,0.023401
11191567,0.023401
11192567,0.023401
11193567,0.023401
11194567,0.023401
11195567,0.024005
11196567,0.024005
11197567,0.024005
11198567,0.024005
11199567,0.024005
11200567,0.024005
11201567,0.024005
11202567,0.024005
11203567,0.024005
11204567,0.024005
11205567,0.024005
11206567,0.024005
11207567,0.024005
11208567,0.024005
11209567,0.024005
11210567,0.024005
11211567,0.024005
11212567,0.024005
11213567,0.024005
11214567,0.024005
11215567,0.024005
11216567,0.024005
11217567,0.024005
11218567,0.024005
11219567,0.024005
11220567,0.024005
11221567,0.024005
11222567,0.024005
11223567,0.024005
11224567,0.024005
11225567,0.024005
11226567,0.024005
11227567,0.024005
11228567,0.024005
11229567,0.024005
11230567,0.024005
11231567,0.027826
11232567,0.027826
11233567,0.027826
11234567,0.027826
11235567,0.027826
11236567,0.027826
11237567,0.027826
11238567,0.027826
11239567,0.027826
11240567,0.027826
11241567,0.027826
11242567,0.027826
11243567,0.027826
11244567,0.027826
11245567,0.027826
11246567,0.027826
11247567,0.027826
11248567,0.027826
11249567,0.027826
11250567,0.027826
11251567,0.027826
11252567,0.027826
11253567,0.027826
11254567,0.027826
11255567,0.027826
11256567,0.027826
11257567,0.027826
11258567,0.027826
11259567,0.027826
11260567,0.027826
11261567,0.027826
11262567,0.027826
11263567,0.027826
11264567,0.027826
11265567,0.027826
11266567,0.027826
11267567,0
11268567,0.026763
11269567,0.026763
11270567,0.026763
11271567,0.026763
11272567,0.026763
11273567,0.026763
11274567,0.026763
11275567,0.026763
11276567,0.026763
11277567,0.026763
11278567,0.026763
11279567,0.026763
11280567,0.026763
11281567,0.026763
11282567,0.026763
11283567,0.026763
11284567,0.026763
11285567,0.026763
11286567,0.026763
11287567,0.026763
11288567,0.026763
11289567,0.026763
11290567,0.026763
11291567,0.026763
11292567,0.026763
11293567,0.026763
11294567,0.026763
11295567,0.026763
11296567,0.026763
11297567,0.026763
11298567,0.026763
11299567,0.026763
11300567,0.026763
11301567,0.026763
11302567,0.026763
11303567,0.028916
11304567,0.028916
11305567,0.028916
11306567,0.028916
11307567,0.028916
11308567,0.028916
11309567,0.028916
11310567,0.028916
11311567,0.028916
11312567,0.028916
11313567,0.028916
11314567,0.028916
11315567,0.028916
11316567,0.028916
11317567,0.028916
11318567,0.028916
11319567,0.028916
11320567,0.028916
11321567,0.028916
11322567,0.028916
11323567,0.028916
11324567,0.028916
11325567,0.028916
11326567,0.028916
11327567,0.028916
11328567,0.028916
11329567,0.028916
11330567,0.028916
11331567,0.028916
11332567,0.028916
11333567,0.028916
11334567,0.028916
11335567,0.028916
11336568,0.028916
11337568,0
11338568,0
11339568,0
11340568,0
11341568,0
11342568,0
11343568,0.024818
11344568,0.024818
11345568,0.024818
11346568,0.024818
11347568,0.024818
11348568,0.024818
11349568,0.024818
11350568,0.024818
11351568,0.024818
11352568,0.024818
11353568,0.024818
11354568,0.024818
11355568,0.024818
11356568,0.024818
11357568,0.024818
11358568,0.024818
11359568,0.024818
11360568,0.024818
11361568,0.024818
11362568,0.024818
11363568,0.024818
11364568,0.024818
11365568,0.024818
11366568,0.024818
11367568,0.024818
11368568,0.024818
11369568,0.024818
11370568,0.024818
11371568,0.024818
11372568,0.024818
11373568,0.024818
11374568,0.024818
11375568,0.024818
11376568,0.024818
11377568,0.024818
11378568,0.024818
11379568,0.024818
11380568,0.024818
11381568,0.024818
11382568,0.024818
11383568,0
11384568,0
11385568,0
11386568,0
11387568,0
11388568,0
11389568,0
11390568,0.021377
11391568,0.021377
11392568,0.021377
11393568,0.021377
11394568,0.021377
11395568,0.021377
11396568,0.021377
11397568,0.021377
11398568,0.021377
11399568,0.021377
11400568,0.021377
11401568,0.021377
11402568,0.021377
11403568,0.021377
11404568,0.021377
11405568,0.021377
11406568,0.021377
11407568,0.021377
11408568,0.021377
11409568,0.021377
11410568,0.021377
11411568,0.021377
11412568,0.046283
11413568,0.046283
11414568,0.046283
11415568,0.046283
11416568,0.046283
11417568,0.046283
11418568,0.046283
11419568,0.046283
11420568,0.046283
11421568,0.046283
11422568,0.046283
11423568,0.046283
11424568,0.046283
11425568,0.046283
11426568,0.046283
11427568,0.046283
11428568,0.046283
11429568,0.046283
11430568,0.046283
11431568,0.046283
11432568,0.046283
11433568,0
11434568,0
11435568,0
11436568,0
11437568,0
11438568,0
11439568,0
11440568,0
11441568,0
11442568,0
11443568,0
11444568,0
11445568,0
11446568,0
11447568,0
11448568,0.027239
11449568,0.027239
11450568,0.027239
11451568,0.027239
11452568,0.027239
11453568,0.027239
11454568,0.027239
11455568,0.027239
11456568,0.027239
11457568,0.027239
11458568,0.027239
11459568,0.027239
11460568,0.027239
11461568,0.027239
11462568,0.027239
11463568,0.027239
11464568,0.027239
11465568,0.027239
11466568,0.027239
11467568,0.027239
11468568,0.027239
11469568,0.027239
11470568,0.027239
11471568,0.027239
11472568,0.027239
11473568,0.027239
11474568,0.027239
11475568,0.027239
11476568,0.027239
11477568,0.027239
11478568,0.027239
11479568,0.027239
11480568,0.027239
11481568,0.027239
11482568,0.027239
11483568,0.027239
11484568,0.027239
11485568,0
11486568,0
11487568,0
11488568,0
11489568,0.024279
11490568,0.024279
11491568,0.024279
11492568,0.024279
11493568,0.024279
11494568,0.024279
11495568,0.024279
11496568,0.024279
11497568,0.024279
11498568,0.024279
11499568,0.024279
11500568,0.024279
11501568,0.024279
11502568,0.024279
11503568,0.024279
11504568,0.024279
11505568,0.024279
11506568,0.024279
11507568,0.024279
11508568,0.024279
11509568,0.024279
11510568,0.024279
11511568,0.024279
11512568,0.024279
11513568,0.024279
11514568,0.024279
11515568,0.024279
11516568,0.024279
11517568,0.024279
11518568,0.024279
11519568,0.024279
11520568,0.024279
11521568,0.031285
11522568,0.031285
11523568,0.031285
11524568,0.031285
11525568,0.031285
11526568,0.031285
11527568,0.031285
11528568,0.031285
11529568,0.031285
11530568,0.031285
11531568,0.031285
11532568,0.031285
11533568,0.031285
11534568,0.031285
11535568,0.031285
11536568,0.031285
11537568,0.031285
11538568,0.031285
11539568,0.031285
11540568,0.031285
11541568,0.031285
11542568,0.031285
11543568,0.031285
11544568,0.031285
11545568,0.031285
11546568,0.031285
11547568,0.031285
11548568,0.031285
11549568,0.031285
11550568,0.031285
11551568,0.031285
11552568,0.031285
11553568,0
11554568,0
11555568,0
11556568,0
11557568,0
11558568,0
11559568,0
11560568,0
11561568,0
11562568,0
11563568,0
11564568,0
11565568,0.023067
11566568,0.023067
11567568,0.023067
11568568,0.023067
11569568,0.023067
11570568,0.023067
11571568,0.023067
11572568,0.023067
11573568,0.023067
11574568,0.023067
11575568,0.023067
11576568,0.023067
11577568,0.023067
11578568,0.023067
11579568,0.023067
11580568,0.023067
11581568,0.023067
11582568,0.023067
11583568,0.023067
11584568,0.023067
11585568,0.023067
11586568,0.023067
11587568,0.023067
11588568,0.023067
11589568,0.023067
11590568,0.023067
11591568,0.023067
11592568,0.023067
11593568,0.023067
11594568,0.023067
11595568,0.023067
11596568,0.023067
11597568,0.023067
11598568,0.023067
11599568,0.023067
11600568,0.028318
11601568,0.028318
11602568,0.028318
11603568,0.028318
11604568,0.028318
11605568,0.028318
11606568,0.028318
11607568,0.028318
11608568,0.028318
11609568,0.028318
11610568,0.028318
11611568,0.028318
11612568,0.028318
11613568,0.028318
11614568,0.028318
11615568,0.028318
11616568,0.028318
11617568,0.028318
11618568,0.028318
11619568,0.028318
11620568,0.028318
11621568,0.028318
11622568,0.028318
11623568,0.028318
11624568,0.028318
11625568,0.028318
11626568,0.028318
11627568,0.028318
11628568,0.028318
11629568,0.028318
11630568,0.028318
11631568,0.028318
11632568,0.028318
11633568,0.028318
11634568,0.028318
11635568,0
11636568,0
11637568,0
11638568,0
11639568,0
11640568,0
11641568,0
11642568,0
11643568,0
11644568,0
11645568,0
11646568,0
11647568,0
11648568,0.020695
11649568,0.020695
11650568,0.020695
11651568,0.020695
11652568,0.020695
11653568,0.020695
11654568,0.020695
11655568,0.020695
11656568,0.020695
11657568,0.020695
11658568,0.020695
11659568,0.020695
11660568,0.020695
11661568,0.020695
11662568,0.020695
11663568,0.020695
11664568,0.020695
11665568,0.020695
11666568,0.020695
11667568,0.020695
11668568,0.020695
11669568,0.020695
11670568,0.020695
11671568,0.020695
11672568,0.020695
11673568,0.020695
11674568,0.020695
11675568,0.020695
11676568,0.020695
11677568,0.020695
11678568,0.020695
11679568,0.020695
11680568,0.020695
11681568,0.020695
11682568,0.020695
11683568,0.020695
11684568,0.020695
11685568,0.020695
11686568,0.026535
11687568,0.026535
11688568,0.026535
11689568,0.026535
11690568,0.026535
11691568,0.026535
11692568,0.026535
11693568,0.026535
11694568,0.026535
11695568,0.026535
11696568,0.026535
11697568,0.026535
11698568,0.026535
11699568,0.026535
11700568,0.026535
11701568,0.026535
11702568,0.026535
11703568,0.026535
11704568,0.026535
11705568,0.026535
11706568,0.026535
11707568,0.026535
11708568,0.026535
11709568,0.026535
11710568,0.026535
11711568,0.026535
11712568,0.026535
11713568,0.026535
11714568,0.035986
11715568,0.035986
11716568,0.035986
11717568,0.035986
11718568,0.035986
11719568,0.035986
11720568,0.035986
11721568,0.035986
11722568,0.035986
11723568,0.035986
11724568,0.035986
11725568,0.035986
11726568,0.035986
11727568,0.035986
11728568,0.035986
11729568,0.035986
11730568,0.035986
11731568,0.035986
11732568,0.035986
11733568,0.035986
11734568,0.035986
11735568,0.035986
11736568,0.035986
11737568,0.035986
11738568,0.035986
11739568,0.035986
11740568,0.035986
11741568,0.035986
11742568,0
11743568,0
11744568,0
11745568,0
11746568,0
11747568,0
11748568,0
11749568,0
11750568,0
11751568,0
11752568,0
11753568,0.025591
11754568,0.025591
11755568,0.025591
11756568,0.025591
11757568,0.025591
11758568,0.025591
11759568,0.025591
11760568,0.025591
11761568,0.025591
11762568,0.025591
11763568,0.025591
11764568,0.025591
11765568,0.025591
11766568,0.025591
11767568,0.025591
11768568,0.025591
11769568,0.025591
11770568,0.025591
11771568,0.025591
11772568,0.025591
11773568,0.025591
11774568,0.025591
11775568,0.025591
11776568,0.025591
11777568,0.025591
11778568,0.025591
11779568,0.025591
11780568,0.025591
11781568,0.025591
11782568,0.025591
11783568,0.025591
11784568,0.025591
11785568,0.025591
11786568,0.025591
11787568,0.025591
11788568,0.025591
11789568,0.025591
11790568,0.025591
11791568,0.025591
11792568,0
11793568,0.025099
11794568,0.025099
11795568,0.025099
11796568,0.025099
11797568,0.025099
11798568,0.025099
11799568,0.025099
11800568,0.025099
11801568,0.025099
11802568,0.025099
11803568,0.025099
11804568,0.025099
11805568,0.025099
11806568,0.025099
